,Dis No,Year,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,Appeal,Declaration,AID Contribution ('000 US$),Dis Mag Value,Dis Mag Scale,Latitude,Longitude,River Basin,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,"Reconstruction Costs, Adjusted ('000 US$)","Insured Damages, Adjusted ('000 US$)","Total Damages, Adjusted ('000 US$)",Geo Locations,Start Date,End Date,Location List,mentions_1,mentions_2,mentions_3
900,2018-0316-PNG,2018.0,,Natural,Geophysical,Earthquake,Ground movement,,,Papua New Guinea,PNG,Melanesia,Oceania,South Highlands,,,,,,,,Richter,-6.307,142.62,,11.0,,,,,,,,Southern Highlands (Adm1). ,2018-03-05,2018-03-05,['South Highlands'],0.0,2.0,5.0
901,2018-0317-PNG,2018.0,,Natural,Geophysical,Earthquake,Ground movement,,,Papua New Guinea,PNG,Melanesia,Oceania,Hela (South Highlands),,,,,,,7.0,Richter,-6.294,142.607,,25.0,,,,,,,,Southern Highlands (Adm1). ,2018-03-07,2018-03-07,"['Hela', 'South Highlands']",0.0,0.0,2.0
902,2018-0017-PNG,2018.0,VO-2018-000002,Natural,Geophysical,Volcanic activity,,,,Papua New Guinea,PNG,Melanesia,Oceania,"Manot, Taragauo, Dong Sarakbano, Niukatnam, Rumgio (Kadovar islands)",,,,,,,,,,,,,,736.0,,736.0,,,,Wewak (Adm2). ,2018-01-05,2018-01-06,"['Manot', 'Taragauo', 'Dong Sarakbano', 'Niukatnam', 'Rumgio', 'Kadovar islands']",0.0,2.0,1.0
903,2018-0061-POL,2018.0,,Natural,Meteorological,Extreme temperature ,Cold wave,,,Poland,POL,Eastern Europe,Europe,,,,,,,,,°C,,,,9.0,,,,,,,,,2018-02-23,2018-02-28,[],0.0,0.0,55.0
905,2018-0218-PRI,2018.0,,Natural,Hydrological,Flood,,,,Puerto Rico,PRI,Caribbean,Americas,"San Juan, Las Piedras",Storm Beryl,,,,,,,Km2,,,,,,400.0,,400.0,,,,"Humacao, San Juan (Adm1). ",2018-07-09,2018-07-11,"['San Juan', 'Las Piedras']",0.0,17.0,4.0
906,2018-0329-PRK,2018.0,FL-2018-000144,Natural,Hydrological,Flood,,,,Korea (the Democratic People's Republic of),PRK,Eastern Asia,Asia,"Pyongsan, Kumchon, Jangpung, Kaesong counties (North Hwanghae); Haeju, Taetan, Siwon, Pongchon, Changdan counties (South Hwanghae)",Torrential rains,,,,,,25734.0,Km2,38.531,126.573,,148.0,,581268.0,,581268.0,,,29137.0,"Hwanghae-bukto, Hwanghae-namdo (Adm1). ",2018-08-24,2018-09-06,"['Pyongsan', 'Kumchon', 'Jangpung', 'Kaesong counties', 'North Hwanghae', 'Haeju', 'Taetan', 'Siwon', 'Pongchon', 'Changdan counties', 'South Hwanghae']",0.0,3.0,3.0
907,2018-0376-PRT,2018.0,,Natural,Meteorological,Storm,Tropical cyclone,,Storm 'Leslie',Portugal,PRT,Southern Europe,Europe,"Coimbra, Leiria dsitricts",,,,,,,176.0,Kph,,,,2.0,28.0,60.0,,88.0,,69928.0,134611.0,"Coimbra, Leiria (Adm1). ",2018-10-14,2018-10-16,"['Coimbra', 'Leiria dsitricts']",0.0,0.0,0.0
909,2018-0066-PRY,2018.0,,Natural,Hydrological,Flood,Riverine flood,,,Paraguay,PRY,South America,Americas,"Bañado Norte, Chacarita, Bañado Sur",Heavy rains,,,,,,2924.0,Km2,-25.312,-57.599,,,,5000.0,,5000.0,,,,Asuncion (Adm2). ,2018-01-13,2018-01-22,"['Bañado Norte', 'Chacarita', 'Bañado Sur']",0.0,0.0,0.0
910,2018-0442-PRY,2018.0,FL-2018-000419,Natural,Hydrological,Flood,,,,Paraguay,PRY,South America,Americas,"Banado Norte, Chacarita, Banado Sur",,,,,,,,Km2,,,Paraguay River's middle basin,,,41300.0,,41300.0,,,,Asuncion (Adm2). ,2018-11-01,2018-11-19,"['Banado Norte', 'Chacarita', 'Banado Sur']",735.0,0.0,0.0
911,2018-0390-QAT,2018.0,,Natural,Hydrological,Flood,Flash flood,,,Qatar,QAT,Western Asia,Asia,Doha,Heavy rains,,,,,,,Km2,,,,,,1500.0,,1500.0,,,11655.0,Ad Dawhah (Adm1). ,2018-10-20,2018-10-20,['Doha'],0.0,0.0,0.0
912,2018-0247-ROU,2018.0,,Natural,Hydrological,Flood,Flash flood,,,Romania,ROU,Eastern Europe,Europe,"Bac?u, Brasov, Harghita, Neamt, Vrancea",,,,,,,,Km2,,,,,,1200.0,,1200.0,,,,"Bacau, Brasov, Harghita, Neamt, Vrancea (Adm1). ",2018-06-29,2018-07-02,"['Bac?u', 'Brasov', 'Harghita', 'Neamt', 'Vrancea']",0.0,1.0,1.0
913,2018-0061-ROU,2018.0,,Natural,Meteorological,Extreme temperature ,Cold wave,,,Romania,ROU,Eastern Europe,Europe,,,,,,,,,°C,,,,2.0,,,,,,,,,2018-02-23,2018-02-28,[],4.0,0.0,0.0
914,2018-0113-RUS,2018.0,FL-2018-000046,Natural,Hydrological,Flood,,,,Russian Federation (the),RUS,Eastern Europe,Europe,"Tyva Republic, Altai Krai; Kumylzhensky, Mikhailovsky, Kikvidzensky, Frolovsky, Rudnyansky, Elansky, Novoannensky, Kletsky, Olkhovsky, Alekseevsky, Ilovlinsky, Uryupinsky (Volgorad region) - South Siberia",Melting snow,,,,Yes,,172030.0,Km2,52.883,84.596,,2.0,,3672.0,,3672.0,,,,"Altayskiy Kray, Tyva Rep., Volgogradskaya Oblast (Adm1). ",2018-03-25,2018-04-16,"['Tyva Republic', 'Altai Krai', 'Kumylzhensky', 'Mikhailovsky', 'Kikvidzensky', 'Frolovsky', 'Rudnyansky', 'Elansky', 'Novoannensky', 'Kletsky', 'Olkhovsky', 'Alekseevsky', 'Ilovlinsky', 'Uryupinsky', 'Volgorad region - South Siberia']",0.0,0.0,0.0
915,2019-0020-MDG,2019.0,,Natural,Hydrological,Flood,,,,Madagascar,MDG,Eastern Africa,Africa,Antananarivo,Heavy rains,Collapse,"Slide (land, mud, snow, rock)",,,,,Km2,,,,9.0,,,,,,,,"Antananarivo Atsimondrano, Antananarivo Avaradrano, Antananarivo I, Antananarivo II, Antananarivo III, Antananarivo IV, Antananarivo V, Antananarivo VI (Adm2). ",2019-01-19,2019-01-20,['Antananarivo'],0.0,0.0,0.0
916,2019-0072-PER,2019.0,,Natural,Hydrological,Flood,,,,Peru,PER,South America,Americas,"Apurimac, Arequipa, Ayacucho, Cusco, Huancavelica, Ica, Lima, Moquegua, Puno, Tacna",,Storm,"Slide (land, mud, snow, rock)",,,,,Km2,,,,51.0,79.0,8300.0,,8379.0,,,,"Apurimac, Arequipa, Ayacucho, Cusco, Huancavelica, Ica, Lima, Moquegua, Puno, Tacna (Adm1). ",2019-02-21,2019-02-28,"['Apurimac', 'Arequipa', 'Ayacucho', 'Cusco', 'Huancavelica', 'Ica', 'Lima', 'Moquegua', 'Puno', 'Tacna']",0.0,244.0,1.0
917,2019-0321-IND,2019.0,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,India,IND,Southern Asia,Asia,"Uttar Pradesh, Maharashtra, and Bihar",,Flood,Hail,,,,,Kph,,,,50.0,,,,,,,,"Bihar, Maharashtra, Uttar Pradesh (Adm1). ",2019-06-06,2019-06-14,"['Uttar Pradesh', 'Maharashtra', 'and Bihar']",0.0,0.0,0.0
918,2019-0225-MEX,2019.0,,Natural,Hydrological,Flood,,,,Mexico,MEX,Central America,Americas,San Gabriel municipality (Jalisco state),Heavy rains,"Slide (land, mud, snow, rock)",Storm,,,,34620.0,Km2,20.176,-103.182,Apango and Salsipuedes rivers,7.0,,,3000.0,3000.0,,,,Ciudad Venustiano C. (Adm2). ,2019-06-02,2019-06-06,"['San Gabriel municipality', 'Jalisco state']",0.0,2.0,0.0
919,2019-0222-ROU,2019.0,,Natural,Hydrological,Flood,,,,Romania,ROU,Eastern Europe,Europe,"Bihor, Iasi and Vaslui regions.",,Hail,Storm,,,,88755.0,Km2,45.624,26.653,,4.0,,362.0,,362.0,,,,"Bihor, Iasi, Vaslui (Adm1). ",2019-05-31,2019-06-07,"['Bihor', 'Iasi and Vaslui regions.']",76.0,134.0,0.0
920,2019-0141-IRQ,2019.0,,Natural,Hydrological,Flood,,,,Iraq,IRQ,Western Asia,Asia,"Anbar, Basra, Dahuk, Diyala, Kirkuk, Missan, Muthanna, Ninewa, Salah al-Din, Sulaymaniyah, and Wassit governorates",,,Storm,,,,,Km2,,,,10.0,,5865.0,,5865.0,,,,"Anbar, Basrah, Dahuk, Diyala, Kirkuk, Missan, Muthanna, Ninewa, Salah al-Din, Sulaymaniyah, Wassit (Adm1). ",2019-03-24,2019-04-02,"['Anbar', 'Basra', 'Dahuk', 'Diyala', 'Kirkuk', 'Missan', 'Muthanna', 'Ninewa', 'Salah al-Din', 'Sulaymaniyah', 'and Wassit governorates']",13.0,0.0,0.0
921,2019-0056-MNG,2019.0,,Natural,Meteorological,Extreme temperature ,Severe winter conditions,,,Mongolia,MNG,Eastern Asia,Asia,"Bayan-Ulgii, Uvs, Khovd, Govi-Altai, Zavkhan, Bayankhongor, Uvurkhangai, Arkhangai provinces",,Cold wave,Snow/ice,,,,-48.0,°C,,,,,,2000.0,,2000.0,,,,"Arxangai, Bayan-O'lgii, Bayanxongor, Govi-Altai, O'vorxangai, Uvs, Xovd, Zavxan (Adm1). ",2019-01-11,2019-02-20,"['Bayan-Ulgii', 'Uvs', 'Khovd', 'Govi-Altai', 'Zavkhan', 'Bayankhongor', 'Uvurkhangai', 'Arkhangai provinces']",0.0,49.0,0.0
922,2019-0005-LBN,2019.0,,Natural,Meteorological,Storm,Convective storm,Severe storm,Storm 'Norma',Lebanon,LBN,Western Asia,Asia,"Spears, Gemmayzeh (Beirut); Jbeil, Journieh, Antelias, Chouf (Mont Lebanon); Halba, Tripoli (North); Saida, Nabatieh, TYr (South); Zahle, Rashaya (Bekaa)",,Flood,Snow/ice,,,,,Kph,,,,3.0,9.0,11000.0,,11009.0,,,,"Beirut (Adm1). Akkar, Chouf, El Metn, Jubail, Nabatiye, Rachiaya, Saida, Sour, Tripoli, Zahle (Adm2). ",2019-01-11,2019-01-17,"['Spears', 'Gemmayzeh', 'Beirut', 'Jbeil', 'Journieh', 'Antelias', 'Chouf', 'Mont Lebanon', 'Halba', 'Tripoli', 'North', 'Saida', 'Nabatieh', 'TYr', 'South', 'Zahle', 'Rashaya', 'Bekaa']",0.0,62.0,0.0
923,2019-0022-IDN,2019.0,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Kebumen (Banyumas district); Mojokerto, Bojonegoro, Purworedjo, Cilacap districts (Central Java)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,2.0,,2650.0,,2650.0,,,,"Bojonegoro, Cilacap, Kebumen, Mojokerto, Purworejo (Adm2). ",2019-01-17,2019-01-17,"['Kebumen', 'Banyumas district', 'Mojokerto', 'Bojonegoro', 'Purworedjo', 'Cilacap districts', 'Central Java']",0.0,1.0,0.0
924,2019-0107-IDN,2019.0,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Java Isl., western Timor ",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,9.0,4.0,168393.0,,168397.0,,,,"Banten, Daerah Istimewa Yogyakarta, Dki Jakarta, Jawa Barat, Jawa Tengah, Jawa Timur, Nusatenggara Timur (Adm1). ",2019-03-06,2019-03-08,"['Java Isl.', 'western Timor ']",0.0,0.0,4.0
925,2019-0168-IDN,2019.0,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Bengkulu city, Kaur, North Bengkulu, Central Bengkulu, South Bengkulu, Seluma, Kapahiang, Lebong, Rejang Lebong districts (Bengkulu Province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,18.0,2.0,13000.0,,13002.0,,,17171.0,"Bengkulu Selatan, Bengkulu Utara, Kaur, Kepahiang, Kota Bengkulu, Lebong, Rejanglebong, Seluma (Adm2). ",2019-04-25,2019-05-27,"['Bengkulu city', 'Kaur', 'North Bengkulu', 'Central Bengkulu', 'South Bengkulu', 'Seluma', 'Kapahiang', 'Lebong', 'Rejang Lebong districts', 'Bengkulu Province']",0.0,47.0,0.0
926,2019-0331-IND,2019.0,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,"Sitamarhi, Sheohar, East Champaran, Muzaffarpur, Madhubani, Darbhanga, Supaul, Araria, Sahersa , Katihar, Purnia, Kishanganj districts (Bihar); Dhemaji, Lakhimpur, Biswanath, Barpeta, Chirang, Golaghat Jorhat, Sonitpur, Darrang, Nalbari, Bongaigaon, Morigaon, Nagaon, Majuli, Baksa, Kokrajhar, Dhubri, South Salmara, Goalpara, Kamrup, Hojai, Sivsagar, Tinsukia, Cachar, KarbiAnglrng, West Karbi-Anglong, Hailakandi, Dibrugarh districts (Assam); Maharashtra, Kerala, Rajasthan, West Bengal, Karnataka, Uttarakand, Himachal Pradesh, Punjab, Uttar Pradesh, Odisha",Monsoon rain,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,1900.0,,3000000.0,,3000000.0,,228943.0,11447148.0,"Himachal Pradesh, Karnataka, Kerala, Maharashtra, Orissa, Punjab, Rajasthan, Uttar Pradesh, Uttarakhand, West Bengal (Adm1). Araria, Barpeta, Bongaigaon, Cachar, Darbhanga, Darrang, Dhemaji, Dhuburi, Dibrugarh, Goalpara, Golaghat, Hailakandi, Jorhat, Kamrup, Karbi Anglong, Katihar, Kishanganj, Kokrajhar, Lakhimpur, Madhubani, Marigaon, Muzaffarpur, Nagaon, Nalbari, Purba Champaran, Purnia, Saharsa, Sheohar, Sibsagar, Sitamarhi, Sonitpur, Supaul, Tinsukia (Adm2). ",2019-07-14,2019-09-30,"['Sitamarhi', 'Sheohar', 'East Champaran', 'Muzaffarpur', 'Madhubani', 'Darbhanga', 'Supaul', 'Araria', 'Sahersa ', 'Katihar', 'Purnia', 'Kishanganj districts', 'Bihar', 'Dhemaji', 'Lakhimpur', 'Biswanath', 'Barpeta', 'Chirang', 'Golaghat Jorhat', 'Sonitpur', 'Darrang', 'Nalbari', 'Bongaigaon', 'Morigaon', 'Nagaon', 'Majuli', 'Baksa', 'Kokrajhar', 'Dhubri', 'South Salmara', 'Goalpara', 'Kamrup', 'Hojai', 'Sivsagar', 'Tinsukia', 'Cachar', 'KarbiAnglrng', 'West Karbi-Anglong', 'Hailakandi', 'Dibrugarh districts', 'Assam', 'Maharashtra', 'Kerala', 'Rajasthan', 'West Bengal', 'Karnataka', 'Uttarakand', 'Himachal Pradesh', 'Punjab', 'Uttar Pradesh', 'Odisha']",0.0,0.0,1.0
927,2019-0125-IRN,2019.0,,Natural,Hydrological,Flood,,,,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Kermanshah, Golestan, Mazandaran, North Khorasan, Semnan, Fars, Kurdistan, Qom, Isfahan, Khuzestan, Chaharmahal, Bakhtiari, Kohkilouyen, Boyerahmad, Markazi, Lorestan, Hamadan, Sistan, Baluchestan, Gilan",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,70.0,1076.0,10000000.0,,10001076.0,,228943.0,2861787.0,"Chaharmahal-o bakhtiyar, Fars, Ghom, Gilan, Golestan, Hamedan, Kermanshah, Khuzestan, Kohgiluyeh va boyerahma, Kordestan, Lorestan, Markazi, Mazandaran, Semnan, Sistan-o baluchestan, Yazd (Adm1). Bojnord, Esfarayen, Jajarm, Shirvan (Adm2). ",2019-03-19,2019-04-10,"['Kermanshah', 'Golestan', 'Mazandaran', 'North Khorasan', 'Semnan', 'Fars', 'Kurdistan', 'Qom', 'Isfahan', 'Khuzestan', 'Chaharmahal', 'Bakhtiari', 'Kohkilouyen', 'Boyerahmad', 'Markazi', 'Lorestan', 'Hamadan', 'Sistan', 'Baluchestan', 'Gilan']",0.0,0.0,0.0
928,2019-0322-JPN,2019.0,,Natural,Geophysical,Earthquake,Ground movement,,,Japan,JPN,Eastern Asia,Asia,"Yamagata, Miyagi, Niigata,Ishikawa (Honshu Island)",,"Slide (land, mud, snow, rock)",,,,,6.0,Richter,38.637,139.48,,,28.0,432.0,,460.0,,,,"Isikawa, Miyagi, Niigata, Yamagata (Adm1). ",2019-06-18,2019-06-18,"['Yamagata', 'Miyagi', 'Niigata,Ishikawa', 'Honshu Island']",0.0,105.0,0.0
929,2019-0110-MOZ,2019.0,TC-2019-000021,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Idai',Mozambique,MOZ,Eastern Africa,Africa,"Beira (Sofala province); Zambezia, Manica and Inhambane provinces",,"Slide (land, mud, snow, rock)",,,Yes,,140.0,Kph,,,,603.0,1500.0,1500000.0,,1501500.0,,171707.0,2289430.0,"Inhambane, Manica, Zambezia (Adm1). Cidade da Beira (Adm2). ",2019-03-14,2019-03-15,"['Beira', 'Sofala province', 'Zambezia', 'Manica and Inhambane provinces']",0.0,0.0,1.0
930,2019-0332-NPL,2019.0,FL-2019-000083,Natural,Hydrological,Flood,,,,Nepal,NPL,Southern Asia,Asia,"Lalitpur, Kathmandu, Bhaktapur, Jhapa, Morang, Sunsari, Saptari, Dang, Dhanusha, Siraha, Sarlai, Bara, Parsa, Bhojpur, Udayapur, Rautahat, Mahottari, Kavre, Makwanpur, Dhading, Ramechhap, Khotang, Dolpa, Sindhuli, Panchthar, Dholakha, Illam, Okhaldunga, Palpa, Kapilabastu and Dhankuta districts",Monsoonal rain,"Slide (land, mud, snow, rock)",,,,,,Km2,,,"Bagmati, Riukhola rivers",119.0,41.0,82500.0,,82541.0,,,233522.0,"Bagmati, Gandaki, Janakpur, Karnali, Koshi, Lumbini, Mechi, Narayani, Rapti, Sagarmatha (Adm2). ",2019-07-08,2019-07-29,"['Lalitpur', 'Kathmandu', 'Bhaktapur', 'Jhapa', 'Morang', 'Sunsari', 'Saptari', 'Dang', 'Dhanusha', 'Siraha', 'Sarlai', 'Bara', 'Parsa', 'Bhojpur', 'Udayapur', 'Rautahat', 'Mahottari', 'Kavre', 'Makwanpur', 'Dhading', 'Ramechhap', 'Khotang', 'Dolpa', 'Sindhuli', 'Panchthar', 'Dholakha', 'Illam', 'Okhaldunga', 'Palpa', 'Kapilabastu and Dhankuta districts']",14.0,0.0,0.0
931,2019-0082-PAK,2019.0,,Natural,Hydrological,Flood,,,,Pakistan,PAK,Southern Asia,Asia,Khyber Pakhtunkhwa province; Lasbellla district (Balochistan Province) ,Torrential rains,"Slide (land, mud, snow, rock)",,,Yes,,,Km2,,,,25.0,22.0,,,22.0,,,,"Khyber Agency, Lasbela District (Adm2). ",2019-02-20,,"['Khyber Pakhtunkhwa province', 'Lasbellla district', 'Balochistan Province ']",279.0,43.0,0.0
932,2019-0093-PER,2019.0,,Natural,Hydrological,Flood,,,,Peru,PER,South America,Americas,"Arequipa, Ancash, Loreto, Tacna, Moquegua ",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,10.0,,,,,,,,"Ancash, Arequipa, Loreto, Moquegua, Tacna (Adm1). ",2019-02-07,2019-02-07,"['Arequipa', 'Ancash', 'Loreto', 'Tacna', 'Moquegua ']",0.0,1.0,0.0
933,2019-0098-PNG,2019.0,,Natural,Hydrological,Flood,Flash flood,,,Papua New Guinea,PNG,Melanesia,Oceania,"Gazelle, Pomio, Rabaul, Kokopo districts (East New Britain province)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,2.0,,,350.0,350.0,,,,East New Britain (Adm1). ,2019-02-11,2019-02-25,"['Gazelle', 'Pomio', 'Rabaul', 'Kokopo districts', 'East New Britain province']",0.0,0.0,0.0
934,2019-0334-IDN,2019.0,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,North Maluku Province ,,Tsunami/Tidal wave,,,Yes,,7.0,Richter,-0.586,128.034,,8.0,134.0,5790.0,5880.0,11804.0,,,,Maluku Utara (Adm1). ,2019-07-14,2019-07-14,['North Maluku Province '],0.0,0.0,1.0
935,2019-0288-IND,2019.0,,Natural,Hydrological,Flood,,,,India,IND,Southern Asia,Asia,"Mumbai, Pune, Ratnagiri Districts (Maharashtra State)",Monsoon,Broken Dam/Burst bank,,,,,,Km2,,,,52.0,60.0,,,60.0,,,,"Mumbai city, Pune, Ratnagiri (Adm2). ",2019-06-28,2019-07-04,"['Mumbai', 'Pune', 'Ratnagiri Districts', 'Maharashtra State']",0.0,0.0,0.0
936,2019-0055-MDA,2019.0,CW-2019-000013,Natural,Meteorological,Extreme temperature ,Severe winter conditions,,,Moldova (the Republic of),MDA,Eastern Europe,Europe,"Edinet, Telenesti, Calaras, Ungheni, Basarabeasca, Criuleni, Anenii Noi",,Cold wave,,,,,,°C,,,,,,5460.0,,5460.0,,,,"Anenii Noi, Basarabeasca, Calaras, Criuleni, Edinet, Telenesti, Ungheni (Adm2). ",2019-01-11,2019-01-30,"['Edinet', 'Telenesti', 'Calaras', 'Ungheni', 'Basarabeasca', 'Criuleni', 'Anenii Noi']",174.0,0.0,0.0
937,2019-0013-IDN,2019.0,FL-2019-000011,Natural,Hydrological,Landslide,Landslide,,,Indonesia,IDN,South-Eastern Asia,Asia,"Jenepoto, Maros, Gowa, Makassar-city, Soppeng, Wajo, Barru, Pangkep, Sidra, Bantaeng, Takalar, Selayar, Sinjai districts (Celebes Isl., Sulawesi province)",Heavy rains,Flood,,,,,,,,,,84.0,47.0,6596.0,,6643.0,,,,"Bantaeng, Barru, Gowa, Jeneponto, Kota Makasar, Maros, Selayar, Sinjai, Soppeng, Takalar, Wajo (Adm2). ",2019-01-21,2019-01-23,"['Jenepoto', 'Maros', 'Gowa', 'Makassar-city', 'Soppeng', 'Wajo', 'Barru', 'Pangkep', 'Sidra', 'Bantaeng', 'Takalar', 'Selayar', 'Sinjai districts', 'Celebes Isl.', 'Sulawesi province']",0.0,0.0,0.0
938,2019-0155-IND,2019.0,,Natural,Meteorological,Storm,Convective storm,,,India,IND,Southern Asia,Asia,"Gujarat, Rajasthan, Madhya Pradesh, Maharashtra",,Flood,,,,,,Kph,,,,50.0,,,,,,,,"Gujarat, Madhya Pradesh, Maharashtra, Rajasthan (Adm1). ",2019-04-16,2019-04-17,"['Gujarat', 'Rajasthan', 'Madhya Pradesh', 'Maharashtra']",0.0,97.0,0.0
942,2019-0194-HRV,2019.0,,Natural,Hydrological,Flood,,,,Croatia,HRV,Southern Europe,Europe,"Kostajnica , Karlovac; KrK Island (Primorje-Gorski Kotar County)",,,,,,,,Km2,,,,1.0,5.0,60.0,,65.0,,,,"Karlovac, Primorje-gorski Kota, Sisak-moslavina (Adm1). ",2019-05-12,2019-05-15,"['Kostajnica ', 'Karlovac', 'KrK Island', 'Primorje-Gorski Kotar County']",0.0,0.0,1.0
943,2019-0215-HTI,2019.0,,Natural,Hydrological,Flood,,,,Haiti,HTI,Caribbean,Americas,"Cabaret, Arcahaie, Cité Soleil, Carrefour, Port-au-Prince, Tabarre and Gressier municipalitities (Ouest department)",Heavy rains,,,,,,,Km2,,,,8.0,3.0,3105.0,,3108.0,,,,Ouest (Adm1). ,2019-06-03,2019-06-06,"['Cabaret', 'Arcahaie', 'Cité Soleil', 'Carrefour', 'Port-au-Prince', 'Tabarre and Gressier municipalitities', 'Ouest department']",0.0,2159.0,0.0
944,2019-0318-HUN,2019.0,FL-2019-000075,Natural,Meteorological,Storm,Convective storm,,,Hungary,HUN,Eastern Europe,Europe,"Pusztadobos, Nyírmada, Nyírkarász, Kocsord municipaliaties",,,,,,,,Kph,,,,,,150000.0,,150000.0,,,,Szabolcs-szatmar-bereg (Adm1). ,2019-06-27,2019-06-27,"['Pusztadobos', 'Nyírmada', 'Nyírkarász', 'Kocsord municipaliaties']",0.0,9.0,0.0
945,2019-0085-IDN,2019.0,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,West Sumatra province,,,,,,,5.0,Richter,-1.301,101.601,,,48.0,1715.0,,1763.0,,,,Sumatera Barat (Adm1). ,2019-02-28,2019-02-28,['West Sumatra province'],0.0,51.0,0.0
946,2019-0109-IDN,2019.0,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Lombok Isl. (West Nusa Tenggara),,,,,,,6.0,Richter,-8.418,116.52,,9.0,45.0,1250.0,,1295.0,,,,"Kota Mataram, Lombok Barat, Lombok Tengah, Lombok Timur (Adm2). ",2019-03-17,2019-03-17,"['Lombok Isl.', 'West Nusa Tenggara']",115.0,2.0,0.0
947,2019-0111-IDN,2019.0,,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,Papua province,Heavy rains,,,,,,,Km2,,,,206.0,915.0,58625.0,,59540.0,,,117906.0,Papua (Adm1). ,2019-03-16,2019-03-18,['Papua province'],0.0,1.0,0.0
948,2019-0117-IDN,2019.0,,Natural,Hydrological,Landslide,Landslide,,,Indonesia,IDN,South-Eastern Asia,Asia,Yogyakarta region,Heavy rains,,,,,,,,,,,5.0,,860.0,,860.0,,,,Daerah Istimewa Yogyakarta (Adm1). ,2019-03-20,2019-03-20,['Yogyakarta region'],0.0,1.0,0.0
949,2019-0167-IDN,2019.0,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"South Jakarta, East Jakarta",Heavy rains,,,,,,,Km2,,,Ciliwung river,2.0,,2258.0,,2258.0,,,,"Kota Jakarta Selatan, Kota Jakarta Timur (Adm2). ",2019-04-25,2019-04-26,"['South Jakarta', 'East Jakarta']",686.0,0.0,0.0
950,2019-0210-IDN,2019.0,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Konawe, North Konawe, Konawe Island, East Kolaka regencies (Sulawesi, Kalimantan Islands)",Heavy rains,,,,,,,Km2,,,,1.0,,52000.0,,52000.0,,,,"Kolaka, Konawe Selatan (Adm2). ",2019-06-09,2019-06-14,"['Konawe', 'North Konawe', 'Konawe Island', 'East Kolaka regencies', 'Sulawesi', 'Kalimantan Islands']",0.0,1.0,0.0
951,2019-0281-IDN,2019.0,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"South East Sulawesi, South Sulawesi,Central Sulawesi, East Kalimantan",Heavy rain,,,,Yes,,,Km2,,,,2.0,,55495.0,,55495.0,,,,"Kalimantan Timur, Sulawesi Selatan, Sulawesi Tengah, Sulawesi Tenggara (Adm1). ",2019-06-03,2019-06-09,"['South East Sulawesi', 'South Sulawesi,Central Sulawesi', 'East Kalimantan']",0.0,1.0,0.0
952,2019-0311-IND,2019.0,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,India,IND,Southern Asia,Asia,"Odisha, Hyderabad",,,,,,,,Kph,,,,10.0,,,,,,,,Orissa (Adm1). Hyderabad (Adm2). ,2019-06-01,2019-06-03,"['Odisha', 'Hyderabad']",51.0,71.0,0.0
953,2019-0164-IND,2019.0,ST-2019-000134,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Fani',India,IND,Southern Asia,Asia,Odisha province,,,,,,,,Kph,,,,50.0,,20000000.0,,20000000.0,,,2071934.0,Orissa (Adm1). ,2019-05-03,2019-05-03,['Odisha province'],99.0,65.0,6.0
