,Dis No,Year,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,Appeal,Declaration,AID Contribution ('000 US$),Dis Mag Value,Dis Mag Scale,Latitude,Longitude,River Basin,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,"Reconstruction Costs, Adjusted ('000 US$)","Insured Damages, Adjusted ('000 US$)","Total Damages, Adjusted ('000 US$)",Geo Locations,Start Date,End Date,Location List,mentions_1,mentions_2,mentions_3
1254,2019-0285-SSD,2019.0,FL-2019-000062,Natural,Hydrological,Flood,Flash flood,,,South Sudan,SSD,Northern Africa,Africa,"Lafon, Torit and Kapoeta South counties (Eastern Equatoria); Ayod, Akobo, Bor South, Duk, Twic East, Pibor, Pochalla and Uror counties (Jonglei); Aweil Center, Aweil North (Northern Bahr el Ghazal); Abiemnhom, Mayom, Mayendit, Panyijiar (Unity); Maban (Upper Nile); Gogrial East, Gogrial West, Tonj North (Warrap); Juba, Terekeka (Central Equatoria)",Heavy rains,,,,,,,Km2,,,,3.0,,234800.0,,234800.0,,,,"Central Equatoria, Eastern Equatoria, Jonglei, Northern Bahr El Ghazal, Upper Nile, Warab (Adm1). ",2019-06-05,2019-06-07,"['Lafon', 'Torit and Kapoeta South counties', 'Eastern Equatoria', 'Ayod', 'Akobo', 'Bor South', 'Duk', 'Twic East', 'Pibor', 'Pochalla and Uror counties', 'Jonglei', 'Aweil Center', 'Aweil North', 'Northern Bahr el Ghazal', 'Abiemnhom', 'Mayom', 'Mayendit', 'Panyijiar', 'Unity', 'Maban', 'Upper Nile', 'Gogrial East', 'Gogrial West', 'Tonj North', 'Warrap', 'Juba', 'Terekeka', 'Central Equatoria']",32.0,3.0,0.0
1256,2019-0189-SSD,2019.0,,Natural,Climatological,Wildfire,,,,South Sudan,SSD,Northern Africa,Africa,"Korok (Aweil, Lol state)",,,,,,,,Km2,,,,50.0,12.0,,,12.0,,,,Aweil (Adm2). ,2019-05-08,2019-05-08,"['Korok', 'Aweil', 'Lol state']",0.0,2.0,4.0
1257,2019-0613-AFG,2019.0,,Natural,Hydrological,Landslide,Landslide,,,Afghanistan,AFG,Southern Asia,Asia,Badakhshan Province,,,,,,,,,,,,40.0,,,,,,,,Badakhshan (Adm1). ,2019-12-11,2019-12-11,['Badakhshan Province'],0.0,3.0,5.0
1259,2019-0444-ALB,2019.0,,Natural,Geophysical,Earthquake,Ground movement,,,Albania,ALB,Southern Europe,Europe,"Durres, Tirana Counties",,,,,,,6.0,Richter,41.381,19.454,,,108.0,4500.0,,4608.0,,,51512.0,"Durres, Tirane (Adm1). ",2019-09-21,2019-09-21,"['Durres', 'Tirana Counties']",0.0,0.0,12.0
1260,2019-0572-ALB,2019.0,EQ-2019-000157,Natural,Geophysical,Earthquake,Ground movement,,,Albania,ALB,Southern Europe,Europe,"Durrës, Kruje, Tiranë, Lezhë",,,,,,,6.0,Richter,41.511,19.522,,51.0,913.0,202000.0,,202913.0,,,801300.0,"Durres, Kruje, Lezhe, Tirane (Adm1). ",2019-11-26,2019-11-26,"['Durrës', 'Kruje', 'Tiranë', 'Lezhë']",7.0,0.0,23.0
1262,2019-0366-AUT,2019.0,,Natural,Meteorological,Extreme temperature ,Heat wave,,,Austria,AUT,Western Europe,Europe,,,,,,,,,°C,,,,1.0,,,,,,,,,2019-07-24,2019-07-26,[],0.0,1.0,40.0
1263,2019-0585-BDI,2019.0,FL-2019-000167,Natural,Hydrological,Landslide,Landslide,,,Burundi,BDI,Eastern Africa,Africa,"Mugina, Nyuempundu, Rukombe, Gikomero (Cibitoke province)",Heavy rains,,,,,,,,,,,37.0,7.0,9935.0,,9942.0,,,,Cibitoke (Adm1). ,2019-12-05,2019-12-05,"['Mugina', 'Nyuempundu', 'Rukombe', 'Gikomero', 'Cibitoke province']",0.0,0.0,0.0
1264,2019-0366-BEL,2019.0,,Natural,Meteorological,Extreme temperature ,Heat wave,,,Belgium,BEL,Western Europe,Europe,,,,,,,,41.0,°C,,,,400.0,,,,,,,,,2019-07-19,2019-07-27,[],0.0,0.0,0.0
1265,2019-0650-BEL,2019.0,,Natural,Meteorological,Extreme temperature ,Heat wave,,,Belgium,BEL,Western Europe,Europe,,,,,,,,35.0,°C,,,,188.0,,,,,,,,,2019-08-23,2019-08-29,[],0.0,1.0,58.0
1266,2019-0663-BEN,2019.0,,Natural,Biological,Epidemic,Viral disease,,Meningitis,Benin,BEN,Western Africa,Africa,Banikoara Commune (Alibori Department),,,,,,,,Vaccinated,,,,13.0,24.0,,,24.0,,,,,2019-01-06,2020-01-22,"['Banikoara Commune', 'Alibori Department']",1.0,0.0,34.0
1267,2019-0550-BGD,2019.0,TC-2019-000147,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Bulbul',Bangladesh,BGD,Southern Asia,Asia,"Satkhira, Khulna, Bhola, Bagerhat,Patuakhlai, Barguna, Pirojpur districts",,,,,,,130.0,Kph,,,,40.0,71.0,251435.0,,251506.0,,,6622.0,"Bagerhat, Barguna, Bhola, Khulna, Patuakhali, Pirojpur, Satkhira (Adm2). ",2019-11-09,2019-11-10,"['Satkhira', 'Khulna', 'Bhola', 'Bagerhat,Patuakhlai', 'Barguna', 'Pirojpur districts']",27.0,44.0,34.0
1269,2019-0412-BHS,2019.0,TC-2019-000099,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Dorian',Bahamas (the),BHS,Caribbean,Americas,"Great Abaco, Grand Bahama",,,,Yes,,,298.0,Kph,,,,356.0,,14940.0,,14940.0,,,3892030.0,Administrative unit not available (Adm1). ,2019-09-01,2019-09-04,"['Great Abaco', 'Grand Bahama']",0.0,0.0,11.0
1270,2019-0358-BOL,2019.0,,Natural,Geophysical,Volcanic activity,Ash fall,,Ubinas,Bolivia (Plurinational State of),BOL,South America,Americas,"Lake Titicaca on the Peru-Bolivia border, La Paz department",,,,,,,,,,,,,,3000.0,,3000.0,,,,La Paz (Adm1). ,2019-07-19,2019-07-23,"['Lake Titicaca on the Peru-Bolivia border', 'La Paz department']",0.0,0.0,5.0
1273,2019-0660-CAF,2019.0,,Natural,Biological,Epidemic,Viral disease,,Measles,Central African Republic,CAF,Middle Africa,Africa," Paoua, Vakaga, Batangafo, Bocaranga-Koui, Ngaoundaye, Bambari, Bangui 1, Bégoua, Nangha-Boguila, Baboua-Abba;",,,,,Yes,,,Vaccinated,,,,53.0,3600.0,,,3600.0,,,,,2019-01-01,2020-02-02,"[' Paoua', 'Vakaga', 'Batangafo', 'Bocaranga-Koui', 'Ngaoundaye', 'Bambari', 'Bangui 1', 'Bégoua', 'Nangha-Boguila', 'Baboua-Abba;']",0.0,0.0,0.0
1275,2019-0640-CHL,2019.0,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Chile,CHL,South America,Americas,"Rocuant, San Roque (Valparaiso)",,,,,Yes,,,Km2,,,,,12.0,,735.0,747.0,,,,Valparaiso (Adm2). ,2019-12-24,2019-12-26,"['Rocuant', 'San Roque', 'Valparaiso']",0.0,1.0,3.0
1276,2019-0520-CHN,2019.0,,Natural,Geophysical,Earthquake,Ground movement,,,China,CHN,Eastern Asia,Asia,Neijiang (Sichuan Province),,,,,,,5.0,Richter,29.573,105.064,,1.0,63.0,15123.0,396.0,15582.0,,,,Name Unknown (Adm2). ,2019-09-08,2019-09-08,"['Neijiang', 'Sichuan Province']",0.0,37.0,1.0
1277,2019-0381-CHN,2019.0,,Natural,Hydrological,Flood,Flash flood,,,China,CHN,Eastern Asia,Asia,Duobi Gorge in Hefeng County (Hubei province),Heavy rains,,,,,,,Km2,,,,13.0,61.0,15800.0,,15861.0,,,,Hubei Sheng (Adm1). ,2019-08-04,2019-08-05,"['Duobi Gorge in Hefeng County', 'Hubei province']",0.0,0.0,1.0
1278,2019-0469-CHN,2019.0,,Natural,Hydrological,Flood,Riverine flood,,,China,CHN,Eastern Asia,Asia,Heilongjiang province,Heavy rains,,,,,,,Km2,,,Ashi River,,,11400.0,,11400.0,,,360585.0,Heilongjiang Sheng (Adm1). ,2019-07-29,2019-08-01,['Heilongjiang province'],0.0,0.0,1.0
1279,2019-0367-CHN,2019.0,,Natural,Hydrological,Landslide,Landslide,,,China,CHN,Eastern Asia,Asia,Shuicheng County (Guizhou Province),Heavy rains,,,,,,,,,,,51.0,,40.0,,40.0,,,,Liupanshui (Adm2). ,2019-07-23,2019-07-23,"['Shuicheng County', 'Guizhou Province']",1.0,0.0,21.0
1280,2019-0424-CHN,2019.0,TC-2019-000102,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Lingling',China,CHN,Eastern Asia,Asia,,,,,,,,,Kph,,,,,,,,,,,149958.0,,2019-09-05,2019-09-08,[],0.0,2.0,23.0
1281,2019-0472-CHN,2019.0,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Mitag',China,CHN,Eastern Asia,Asia,Zhoushan,,,,,,,,Kph,,,,3.0,,,,,,,301060.0,Zhoushan (Adm2). ,2019-10-02,2019-10-02,['Zhoushan'],0.0,0.0,60.0
1282,2019-0400-CHN,2019.0,,Natural,Hydrological,Landslide,Mudslide,,,China,CHN,Eastern Asia,Asia,Wenchuan county (Sichuan province),Heavy rains,,,,,,,,,,,38.0,6.0,6600.0,,6606.0,,,228943.0,Ngawa Tibetan and Qiang (Adm2). ,2019-08-19,2019-08-20,"['Wenchuan county', 'Sichuan province']",0.0,1.0,9.0
1283,2019-0527-CMR,2019.0,,Natural,Hydrological,Landslide,Landslide,,,Cameroon,CMR,Middle Africa,Africa,Bafoussam City (West Region),Heavy rains,,,,,,,,,,,54.0,,,,,,,,Mifi (Adm2). ,2019-10-28,2019-10-28,"['Bafoussam City', 'West Region']",0.0,0.0,2.0
1284,2019-0561-COG,2019.0,,Natural,Hydrological,Flood,Riverine flood,,,Congo (the),COG,Middle Africa,Africa,"Likouala, Cuvette, Plateaux departments",,,,,Yes,,,Km2,,,,,,,,,,,,"Cuvette, Likouala, Plateaux (Adm1). ",2019-11-20,2019-11-25,"['Likouala', 'Cuvette', 'Plateaux departments']",0.0,0.0,3.0
1287,2019-0595-COL,2019.0,,Natural,Hydrological,Flood,,,,Colombia,COL,South America,Americas,Antioquia and Tolima Departments,,,,,,,,Km2,,,,20.0,,23035.0,215.0,23250.0,,,,"Antioquia, Tolima (Adm1). ",2019-10-27,2019-11-17,['Antioquia and Tolima Departments'],0.0,431.0,0.0
1288,2019-0606-COL,2019.0,,Natural,Hydrological,Flood,,,,Colombia,COL,South America,Americas,Nariño Department,Heavy rains,,,,,,,Km2,,,Telembí River,,,6000.0,,6000.0,,,,Narino (Adm1). ,2019-12-06,2019-12-11,['Nariño Department'],0.0,0.0,0.0
1289,2019-0653-COL,2019.0,,Natural,Hydrological,Flood,,,,Colombia,COL,South America,Americas,Chaparral municipality (Tolima Department),Heavy rains,,,,,,,Km2,,,,18.0,,,,,,,,Chaparral (Adm2). ,2019-12-26,2019-12-26,"['Chaparral municipality', 'Tolima Department']",0.0,0.0,3.0
1290,2019-0601-COM,2019.0,TC-2019-000164,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Belna',Comoros (the),COM,Eastern Africa,Africa,,,,,,,,,Kph,,,,,,,,,,,,"Anjouan, Moheli, Ngazidja (Adm1). ",2019-12-05,2019-12-08,[],0.0,0.0,11.0
1292,2019-0366-DEU,2019.0,,Natural,Meteorological,Extreme temperature ,Heat wave,,,Germany,DEU,Western Europe,Europe,,,,,,,,42.0,°C,,,,,,,,,,,,,2019-07-24,2019-07-25,[],0.0,0.0,0.0
1294,2019-0456-DOM,2019.0,EP-2019-000106,Natural,Biological,Epidemic,Viral disease,,Dengue,Dominican Republic (the),DOM,Caribbean,Americas,"Barahona, Independencia, Santo Domingo",,,,,Yes,,,Vaccinated,,,,34.0,16907.0,,,16907.0,,,,,2019-09-30,2019-09-30,"['Barahona', 'Independencia', 'Santo Domingo']",0.0,3.0,7.0
1295,2019-0475-ECU,2019.0,,Natural,Geophysical,Earthquake,Ground movement,,,Ecuador,ECU,South America,Americas,"Azuay, Manabi, Morona Sant",,,,,,,8.0,Richter,-2.199,-77.023,,,9.0,225.0,15.0,249.0,,,,"Azuay, Manabi, Morona Santiago (Adm1). ",2019-02-22,2019-02-22,"['Azuay', 'Manabi', 'Morona Sant']",272.0,52.0,114.0
1299,2020-0022-BRA,2020.0,,Natural,Hydrological,Flood,,,,Brazil,BRA,South America,Americas,"Alfredo Chaves, Iconha Municipalities (Espirito Santo State); Minas Gerais state; Rio de Janeiro",Heavy rains,"Slide (land, mud, snow, rock)",Storm,,Yes,,115220.0,Km2,-19.398,-45.901,,61.0,12.0,11000.0,,11012.0,,,339230.0,"Minas Gerais, Rio De Janeiro (Adm1). Alfredo Chaves, Iconha (Adm2). ",2020-01-17,2020-01-27,"['Alfredo Chaves', 'Iconha Municipalities', 'Espirito Santo State', 'Minas Gerais state', 'Rio de Janeiro']",0.0,0.0,0.0
1300,2020-0019-AUS,2020.0,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Australia,AUS,Australia and New Zealand,Oceania,"New South Wales , Victoria States ",,"Slide (land, mud, snow, rock)",Flood,,Yes,,,Kph,,,,,,,,,,1130766.0,1696149.0,"New South Wales, Victoria (Adm1). ",2020-01-19,2020-01-21,"['New South Wales ', 'Victoria States ']",0.0,0.0,0.0
1301,2020-0009-AFG,2020.0,CW-2020-000008,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Afghanistan,AFG,Southern Asia,Asia,"Helmand, Kandahar, Zabul, Uruzgan, Laghman, Herat, Badghis, Ghor, Daykundi, Bamyan, Baghlan provinces",,Cold wave,Snow/ice,,,,,Kph,,,,13.0,40.0,7441.0,,7481.0,,,,"Badghis, Baghlan, Bamyan, Daykundi, Ghor, Hilmand, Hirat, Kandahar, Laghman, Uruzgan, Zabul (Adm1). ",2020-01-12,2020-01-15,"['Helmand', 'Kandahar', 'Zabul', 'Uruzgan', 'Laghman', 'Herat', 'Badghis', 'Ghor', 'Daykundi', 'Bamyan', 'Baghlan provinces']",0.0,3.0,0.0
1304,2020-0058-BOL,2020.0,,Natural,Hydrological,Flood,,,,Bolivia (Plurinational State of),BOL,South America,Americas,"La Paz, Santa Cruz, Potosi, Beni, Cochabamba,Tarija Departments",Heavy rains,"Slide (land, mud, snow, rock)",,,Yes,,,Km2,,,Sapahaqui River,8.0,11.0,2500.0,,2511.0,,,,"Beni, Cochabamba, La Paz, Potosi, Santa Cruz, Tarija (Adm1). ",2020-02-13,2020-02-13,"['La Paz', 'Santa Cruz', 'Potosi', 'Beni', 'Cochabamba,Tarija Departments']",0.0,0.0,14.0
1305,2020-0091-BOL,2020.0,,Natural,Hydrological,Flood,,,,Bolivia (Plurinational State of),BOL,South America,Americas,"La Paz, Santa Cruz, Potosi, Beni, Cochabamba, Tarija",Seasonal rain,"Slide (land, mud, snow, rock)",,,Yes,,,Km2,,,,18.0,,35100.0,,35100.0,,,11308.0,"Beni, Cochabamba, La Paz, Potosi, Santa Cruz, Tarija (Adm1). ",2020-02-08,2020-02-29,"['La Paz', 'Santa Cruz', 'Potosi', 'Beni', 'Cochabamba', 'Tarija']",0.0,0.0,13.0
1306,2020-0056-BRA,2020.0,,Natural,Hydrological,Flood,,,,Brazil,BRA,South America,Americas,"Marilia, Botucatu, Laranjal Paulista,Taboao da Serra (Sao Paulo State)",Heavy rains,"Slide (land, mud, snow, rock)",,,Yes,,,Km2,,,,5.0,,658.0,,658.0,,,56538.0,"Laranjal Paulista, Marilia, Taboao Da Serra (Adm2). ",2020-02-09,2020-02-11,"['Marilia', 'Botucatu', 'Laranjal Paulista,Taboao da Serra', 'Sao Paulo State']",0.0,52.0,5.0
1307,2020-0077-BRA,2020.0,,Natural,Hydrological,Flood,,,,Brazil,BRA,South America,Americas, Rio de Janeiro State,Heavy rains,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,4.0,2.0,150.0,,152.0,,,,Rio De Janeiro (Adm1). ,2020-02-29,2020-03-02,[' Rio de Janeiro State'],0.0,0.0,0.0
1308,2020-0083-BRA,2020.0,,Natural,Hydrological,Flood,,,,Brazil,BRA,South America,Americas,"Guaruja , Santos, Sao Vicente (Baixada Santista Regions, Sao Paulo state)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,60.0,,,5000.0,5000.0,,,84807.0,"Guaruja, Santos, Sao Vicente (Adm2). ",2020-03-02,2020-03-03,"['Guaruja ', 'Santos', 'Sao Vicente', 'Baixada Santista Regions', 'Sao Paulo state']",0.0,0.0,4.0
1311,2020-0071-COL,2020.0,,Natural,Hydrological,Flood,Flash flood,,,Colombia,COL,South America,Americas,Piedecuesta Municipality (Santander Department); Chinchina (Caldas Department),,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,14.0,7.0,150.0,,157.0,,,,"Chinchina, Piedecuesta (Adm2). ",2020-02-26,2020-02-27,"['Piedecuesta Municipality', 'Santander Department', 'Chinchina', 'Caldas Department']",0.0,0.0,1.0
1314,2020-0053-AUS,2020.0,,Natural,Hydrological,Flood,,,,Australia,AUS,Australia and New Zealand,Oceania,New South Wales,Heavy rains,Storm,,,,,,Km2,,,,1.0,,,,,,,1356919.0,New South Wales (Adm1). ,2020-02-04,2020-02-11,['New South Wales'],0.0,0.0,0.0
1315,2020-0060-ARG,2020.0,,Natural,Meteorological,Storm,Convective storm,,,Argentina,ARG,South America,Americas,"Famaillá, La Reducción, La Madrid, Los Ralos, Yerba Buena municipalities (Tucumán province )",,Flood,,,,,,Kph,,,,,,250.0,,250.0,,,,"Cruz Alta, Famailla, Graneros, Lules, Yerba Buena (Adm2). ",2020-01-15,2020-01-16,"['Famaillá', 'La Reducción', 'La Madrid', 'Los Ralos', 'Yerba Buena municipalities', 'Tucumán province ']",0.0,0.0,21.0
1317,2020-0109-BDI,2020.0,,Natural,Meteorological,Storm,Convective storm,Lightning/Thunderstorms,,Burundi,BDI,Eastern Africa,Africa,"Gitega, Ruyigi, Bujumbura Mairie, Rumonge provinces.",,Flood,,,,,,Kph,,,,2.0,,5000.0,,5000.0,,,,"Bujumbura Mairie, Gitega, Ruyigi (Adm1). Bugarama, Rumonge (Adm2). ",2020-03-16,2020-03-22,"['Gitega', 'Ruyigi', 'Bujumbura Mairie', 'Rumonge provinces.']",0.0,0.0,0.0
1325,2020-0125-COG,2020.0,,Natural,Hydrological,Flood,,,,Congo (the),COG,Middle Africa,Africa,Brazzaville ,Heavy rains,Lightening,,,,,,Km2,,,,20.0,,,,,,,,Brazzaville (Adm1). ,2020-03-30,2020-04-02,['Brazzaville '],0.0,57.0,4.0
1326,2020-0124-AFG,2020.0,,Natural,Hydrological,Flood,Flash flood,,,Afghanistan,AFG,Southern Asia,Asia,"Takhar, Parwan, Herat, Farah, Badghis, Faryab, Baghlan, Badakhshan, Ghor provinces",Heavy rains,,,,,,,Km2,,,,56.0,31.0,15000.0,3000.0,18031.0,,,,"Badakhshan, Badghis, Baghlan, Farah, Faryab, Ghor, Hirat, Parwan, Takhar (Adm1). ",2020-03-28,2020-04-21,"['Takhar', 'Parwan', 'Herat', 'Farah', 'Badghis', 'Faryab', 'Baghlan', 'Badakhshan', 'Ghor provinces']",0.0,0.0,5.0
1330,2020-0063-AFG,2020.0,,Natural,Hydrological,Landslide,Avalanche,,,Afghanistan,AFG,Southern Asia,Asia,Daykundi Province,,,,,,,,,,,,22.0,10.0,,250.0,260.0,,,,Daykundi (Adm1). ,2020-02-13,2020-02-14,['Daykundi Province'],0.0,0.0,7.0
1333,2020-0104-AGO,2020.0,,Natural,Hydrological,Flood,,,,Angola,AGO,Middle Africa,Africa,"Cuanza Sul, Malanje, Lunda Sul, and Cunene Provinces",Heavy rains,,,,,,,Km2,,,,3.0,,10000.0,,10000.0,,,,"Cuanza Sul, Cunene, Lunda Sul, Malanje (Adm1). ",2020-03-16,2020-03-17,"['Cuanza Sul', 'Malanje', 'Lunda Sul', 'and Cunene Provinces']",0.0,0.0,0.0
1334,2020-0092-ARG,2020.0,,Natural,Hydrological,Flood,,,,Argentina,ARG,South America,Americas,"Chaco, Salta, Tucumán,La Rioja Provinces",Torrential seasonal rains,,,,,,,Km2,,,San Antonio River,3.0,,3000.0,,3000.0,,,11308.0,"Chaco, La Rioja, Salta, Tucuman (Adm1). ",2020-02-11,2020-02-19,"['Chaco', 'Salta', 'Tucumán,La Rioja Provinces']",0.0,2.0,0.0
1336,2020-0055-BDI,2020.0,,Natural,Hydrological,Flood,,,,Burundi,BDI,Eastern Africa,Africa,"Bujumbura Rural, Bujumbura Mairie, Bubanza Provinces",,,,,,,,Km2,,,Rusizi River,3.0,19.0,9743.0,,9762.0,,,,"Bubanza, Bujumbura Mairie, Bujumbura Rural (Adm1). ",2020-01-28,2020-02-13,"['Bujumbura Rural', 'Bujumbura Mairie', 'Bubanza Provinces']",0.0,2.0,0.0
1338,2020-0051-BEL,2020.0,,Natural,Meteorological,Storm,Extra-tropical storm,,Storm 'Ciara' (Sabine),Belgium,BEL,Western Europe,Europe,,,,,,,,,Kph,,,,,,,,,,,,"Region de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewes, Region wallonne, Vlaams Gewest (Adm1). ",2020-02-09,2020-02-09,[],33.0,0.0,2.0
1353,2020-0119-CHN,2020.0,,Natural,Climatological,Wildfire,Forest fire,,,China,CHN,Eastern Asia,Asia,Liangshan Prefecture (Sichuan province),,,,,,,,Km2,,,,19.0,,1200.0,,1200.0,,,,Liangshan Yi (Adm2). ,2020-03-30,2020-03-31,"['Liangshan Prefecture', 'Sichuan province']",0.0,0.0,3.0
1364,2020-0051-CZE,2020.0,,Natural,Meteorological,Storm,Extra-tropical storm,,Storm 'Ciara' (Sabine),Czech Republic (the),CZE,Eastern Europe,Europe,"Prague; Vyso?ina (Centre), Plze? (Bohême de l’Ouest)",,,,,,,,Kph,,,,1.0,5.0,,,5.0,,,,"Jihomoravsky, Praha, Vychodocesky, Zapadocesky (Adm1). ",2020-02-07,2020-02-08,"['Prague', 'Vyso?ina', 'Centre', 'Plze?', 'Bohême de l’Ouest']",0.0,0.0,0.0
1365,2020-0051-DEU,2020.0,,Natural,Meteorological,Storm,Extra-tropical storm,,Storm 'Ciara' (Sabine),Germany,DEU,Western Europe,Europe,"Kiel, Kölln, Frankfurt, Sarrebruck, Paderborn",,,,,,,,Kph,,,,,33.0,,,33.0,,,,"Saarland, Schleswig-Holstein (Adm1). Darmstadt, Detmold, Koeln (Adm2). ",2020-02-09,2020-02-09,"['Kiel', 'Kölln', 'Frankfurt', 'Sarrebruck', 'Paderborn']",0.0,1.0,7.0
1373,2019-0533-ITA,2019.0,,Natural,Meteorological,Storm,Extra-tropical storm,,Storm 'Amelie',Italy,ITA,Southern Europe,Europe,"Liguria, Tuscany, Campania",,Flood,"Slide (land, mud, snow, rock)",,,,,Kph,,,,,,12.0,,12.0,,,,"Campania, Liguria, Toscana (Adm1). ",2019-11-03,2019-11-03,"['Liguria', 'Tuscany', 'Campania']",0.0,0.0,0.0
1374,2019-0558-ITA,2019.0,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Italy,ITA,Southern Europe,Europe,"Piedmont, Liguria, Aosta Valley, Lombardy, Campania, Calabria regions",,Surge,"Slide (land, mud, snow, rock)",,,,,Kph,,,,,,,,,,,,"Calabria, Campania, Liguria, Lombardia, Piemonte, Valle D'aosta (Adm1). ",2019-11-23,2019-11-24,"['Piedmont', 'Liguria', 'Aosta Valley', 'Lombardy', 'Campania', 'Calabria regions']",27.0,3.0,5.0
1375,2019-0370-MAR,2019.0,,Natural,Hydrological,Landslide,Landslide,,,Morocco,MAR,Northern Africa,Africa,"Near Asni, Al Haouz Province",Heavy rains,Transport accident,"Slide (land, mud, snow, rock)",,,,,,,,,15.0,,,,,,,,Al Haouz (Adm2). ,2019-07-24,2019-07-24,"['Near Asni', 'Al Haouz Province']",0.0,0.0,0.0
1376,2019-0533-FRA,2019.0,,Natural,Meteorological,Storm,Extra-tropical storm,,Storm 'Amelie',France,FRA,Western Europe,Europe,"Alpes-Maritimes Department; Nouvelle Aquitaine, Pays de la Loire, Auvergne, Occitanie",,"Slide (land, mud, snow, rock)",Flood,,,,163.0,Kph,,,,1.0,4.0,50.0,,54.0,,,,"Aquitaine, Auvergne, Languedoc-Rousillon, Limousin, Midi-Pyrenees, Pays-de-la-Loire, Poitou-Charentes (Adm1). Alpes-maritimes (Adm2). ",2019-10-28,2019-11-03,"['Alpes-Maritimes Department', 'Nouvelle Aquitaine', 'Pays de la Loire', 'Auvergne', 'Occitanie']",0.0,2.0,0.0
1377,2019-0490-GTM,2019.0,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Guatemala,GTM,Central America,Americas,San Lucas Sacatepéquez Municipality (Sacatepéquez Department),,"Slide (land, mud, snow, rock)",Flood,,,,,Kph,,,,2.0,,15000.0,,15000.0,,,,San Lucas Sacatep??quez (Adm2). ,2019-10-16,2019-10-17,"['San Lucas Sacatepéquez Municipality', 'Sacatepéquez Department']",0.0,0.0,0.0
1378,2019-0543-ITA,2019.0,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Italy,ITA,Southern Europe,Europe,Albano Laziale (Lazio Region); Emilia-Romagna; Martello Municipality (Trentino-South Tyrol Region); Tuscany; Venice ,,"Slide (land, mud, snow, rock)",Flood,,Yes,,,Kph,,,,2.0,,200.0,,200.0,,,,"Emilia-romagna, Lazio, Toscana, Trentino-alto Adige, Veneto (Adm1). ",2019-11-12,2019-11-18,"['Albano Laziale', 'Lazio Region', 'Emilia-Romagna', 'Martello Municipality', 'Trentino-South Tyrol Region', 'Tuscany', 'Venice ']",0.0,0.0,9.0
1379,2019-0601-MDG,2019.0,TC-2019-000164,Natural,Meteorological,Storm,Tropical cyclone,,Cyclone 'Belna',Madagascar,MDG,Eastern Africa,Africa,"Mahanjanga, Soalala districts (Boeny); Diego I district (Diana); Besalampy district (Melaky); Morondava district (Menabe",,Broken Dam/Burst bank,Flood,,,,180.0,Kph,,,,5.0,6293.0,14000.0,,20293.0,,,28618.0,"Boeny, Diana, Melaky (Adm1). ",2019-12-09,2019-12-10,"['Mahanjanga', 'Soalala districts', 'Boeny', 'Diego I district', 'Diana', 'Besalampy district', 'Melaky', 'Morondava district', 'Menabe']",86.0,0.0,0.0
1380,2019-0395-GTM,2019.0,,Natural,Meteorological,Storm,Convective storm,Severe storm,,Guatemala,GTM,Central America,Americas,"Alta Verapaz, Sololá, Guatemala, Santa Rosa, Sacatepéquez, Suchitepéquez, Escuintla",,Lightening,Flood,,,,,Kph,,,,2.0,104.0,63349.0,,63453.0,,,,"Alta Verapaz, Escuintla, Guatemala, Sacatepéquez, Santa Rosa, Solola, Suchitepéquez (Adm1). ",2019-08-17,2019-08-23,"['Alta Verapaz', 'Sololá', 'Guatemala', 'Santa Rosa', 'Sacatepéquez', 'Suchitepéquez', 'Escuintla']",0.0,0.0,2.0
1381,2019-0497-ESP,2019.0,,Natural,Hydrological,Flood,,,,Spain,ESP,Southern Europe,Europe,"Barcelona, Tarragona ,Girona (Catalogna)",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,5.0,3.0,,,3.0,,,,"Barcelona, Girona, Tarragona (Adm2). ",2019-10-22,2019-10-23,"['Barcelona', 'Tarragona ,Girona', 'Catalogna']",0.0,0.0,1.0
